age,wc,education,marital status,race,gender,hours per week,IncomeClass
41,3,2,0,4,1,55,0
57,3,0,3,4,1,40,1
19,3,6,1,4,0,40,0
28,3,0,1,4,0,45,0
42,0,3,0,4,1,60,0
26,3,6,1,4,1,20,0
41,3,6,1,4,1,60,1
40,3,6,0,4,0,40,0
28,3,2,3,4,1,40,0
32,3,2,1,4,1,40,0
39,1,2,3,4,1,56,0
49,3,0,3,4,1,40,0
19,3,2,1,4,0,40,0
31,3,2,3,4,1,40,0
40,3,2,0,4,0,40,0
59,3,2,3,4,1,48,0
27,3,0,1,4,1,40,0
45,1,0,3,4,1,45,1
58,3,0,3,1,1,40,0
53,3,0,1,4,1,40,0
23,3,2,1,4,1,25,0
49,3,2,3,4,1,40,0
47,3,3,0,4,0,50,1
20,3,6,1,4,0,30,0
19,3,2,1,4,1,24,0
28,3,2,3,4,1,40,0
31,3,6,0,2,0,40,0
23,3,0,1,4,1,40,0
25,3,0,3,4,0,30,1
19,3,2,1,4,1,30,0
30,3,3,1,4,1,45,1
26,3,2,1,4,1,35,0
34,1,2,3,4,1,45,0
49,3,0,0,2,0,40,0
35,3,6,3,4,1,40,0
38,3,2,1,4,0,40,0
36,3,2,3,2,1,20,0
33,3,2,3,0,1,48,1
54,3,6,1,4,0,40,0
19,1,2,1,4,1,40,0
60,3,2,3,4,1,40,0
25,3,0,1,4,1,70,0
30,3,6,3,2,1,35,0
90,1,3,3,4,1,60,1
25,3,2,1,4,1,40,0
29,3,2,3,4,1,40,0
55,3,6,3,2,1,40,1
31,0,0,1,2,0,40,0
59,3,2,3,4,1,40,0
42,3,0,3,2,0,50,1
26,3,0,1,4,0,20,0
26,3,6,3,4,1,45,0
24,3,2,3,4,0,40,0
35,3,0,0,4,1,40,1
31,3,2,3,4,0,55,0
63,3,0,2,4,0,25,0
22,3,0,1,1,0,10,0
32,3,2,0,3,0,28,0
25,3,2,1,4,1,40,0
26,1,3,3,4,0,40,0
32,3,0,3,4,1,40,0
57,3,6,3,4,1,40,1
90,3,3,1,2,1,50,1
60,3,2,0,4,0,33,0
71,1,3,2,4,0,40,0
50,1,2,0,4,0,40,0
37,3,6,3,4,1,45,1
23,3,2,1,1,0,40,0
74,3,2,3,4,1,30,0
67,3,6,3,4,1,70,0
59,3,6,3,4,1,43,1
28,3,2,3,4,1,40,0
45,3,2,3,0,1,40,0
39,3,0,1,4,0,63,0
32,3,0,1,1,1,40,0
34,3,0,3,4,1,45,1
39,3,2,1,4,1,40,0
22,3,2,3,4,1,40,0
53,3,0,0,4,0,43,1
51,3,6,3,4,0,40,1
44,3,5,0,4,0,99,0
27,3,0,1,2,0,40,0
39,3,0,1,4,1,40,1
45,0,6,3,4,1,40,1
37,3,6,3,4,1,45,0
33,3,2,0,4,1,40,0
33,3,2,3,2,1,50,0
48,3,0,3,4,1,40,0
32,3,2,0,4,1,50,0
20,3,6,1,4,0,32,0
35,3,2,1,1,1,60,0
19,3,2,1,4,0,25,0
21,3,2,1,4,0,40,0
28,3,0,1,4,0,16,0
45,3,2,0,4,0,40,0
44,3,0,3,4,1,12,0
55,3,2,3,4,1,40,1
34,3,6,3,4,1,40,1
33,3,3,3,4,1,40,1
36,3,0,1,4,1,55,0
25,3,2,1,4,0,40,0
28,3,0,1,4,1,40,0
39,3,0,3,4,1,55,1
47,3,2,0,0,0,45,0
22,3,2,1,0,1,40,0
31,3,6,1,4,1,40,0
19,3,2,1,4,1,40,0
23,3,6,1,4,1,25,0
44,3,5,3,4,1,65,1
54,1,2,3,4,0,35,0
23,3,2,3,4,1,38,0
21,3,6,1,4,0,10,0
51,3,0,3,4,1,20,1
41,3,0,3,4,1,50,1
61,3,6,3,4,1,18,1
22,3,0,1,4,1,40,0
22,3,2,1,4,0,40,0
38,3,6,3,4,1,40,0
29,3,2,3,4,1,40,1
41,3,6,0,4,0,80,0
27,3,2,1,4,1,40,0
25,3,2,1,4,1,42,0
33,3,0,3,4,1,75,1
26,3,2,1,4,0,40,0
43,3,2,0,4,1,45,0
53,0,3,3,4,1,40,1
43,3,0,0,4,0,40,0
56,3,2,0,4,1,35,0
25,3,0,3,4,1,50,0
60,3,3,0,2,1,40,0
28,3,6,1,4,0,40,0
21,3,2,1,4,1,40,0
40,3,0,1,2,0,40,0
29,3,2,3,2,1,40,0
20,3,6,1,4,0,25,0
25,3,2,3,4,1,80,1
48,3,2,2,4,0,16,0
20,3,6,1,4,0,25,0
55,3,2,0,4,0,40,0
33,1,0,1,4,0,50,1
35,3,6,3,4,1,40,0
39,1,0,3,4,1,35,1
19,3,2,1,1,0,40,0
25,3,2,1,2,0,40,0
44,3,6,3,4,1,72,1
39,3,2,3,4,0,40,1
34,3,0,1,1,0,40,0
43,1,0,0,4,0,39,0
26,3,2,0,4,0,30,0
25,3,0,1,4,1,40,0
54,1,6,3,2,1,30,0
33,3,2,1,4,1,40,0
44,3,3,3,4,1,40,1
21,1,6,1,4,1,40,0
43,3,6,3,4,1,40,1
51,1,3,3,4,1,45,0
29,3,2,3,4,1,40,0
35,3,2,3,4,1,40,0
19,3,2,1,4,0,20,0
38,3,2,3,4,1,44,0
45,3,6,3,4,0,40,0
27,3,6,3,1,1,40,1
38,1,6,3,4,1,72,0
30,3,2,0,4,1,30,0
46,3,0,3,4,1,40,0
60,3,2,3,4,1,40,1
47,3,6,3,2,1,40,1
39,3,0,1,4,0,40,0
42,3,6,3,4,1,45,1
27,3,6,0,4,0,40,0
44,3,6,0,4,1,40,0
33,3,0,3,4,1,40,0
54,3,0,1,4,1,50,1
45,3,0,1,4,1,30,0
59,3,6,3,4,1,50,0
27,3,2,1,4,0,40,0
44,3,3,3,4,1,20,1
44,3,2,3,4,1,40,1
33,3,6,3,4,1,70,1
27,3,2,1,4,1,40,0
33,3,0,3,4,1,55,1
30,3,0,3,4,1,45,1
28,3,0,1,4,0,48,0
29,3,3,3,4,1,40,1
66,3,2,1,2,0,3,0
60,3,2,3,4,1,45,1
31,3,0,3,4,1,40,0
26,3,2,1,4,1,40,0
24,3,2,1,4,1,45,0
29,3,0,1,4,1,50,1
44,3,2,3,4,1,45,1
34,1,0,3,4,1,55,1
59,3,0,3,4,1,43,1
23,3,0,1,1,1,24,0
35,3,2,0,4,0,40,0
47,3,2,3,4,0,38,1
23,3,6,1,2,1,25,0
35,3,3,1,4,1,50,1
44,3,6,0,4,0,40,0
28,3,2,1,4,0,25,0
26,3,0,1,1,0,40,0
23,3,2,1,4,1,45,0
32,3,2,3,4,1,25,0
36,3,6,1,4,1,60,0
36,3,2,0,4,0,36,0
43,3,6,3,2,0,40,0
35,1,6,0,4,0,40,0
31,3,6,3,4,1,50,1
46,3,6,3,1,1,40,0
56,3,2,3,4,1,40,0
21,3,2,1,4,1,40,0
51,3,3,3,4,1,50,1
19,3,6,1,4,0,30,0
25,3,0,1,4,1,40,0
37,3,3,3,4,1,60,1
40,3,2,3,4,1,30,0
38,3,2,3,4,1,50,1
34,3,6,0,4,0,34,0
46,0,6,0,4,1,40,0
30,3,2,1,4,1,38,0
35,3,2,1,4,1,48,0
62,3,6,1,4,0,39,1
25,3,0,1,4,1,40,0
41,3,6,1,2,1,33,0
35,3,2,1,4,0,27,0
33,3,6,3,4,1,41,1
56,3,2,3,4,1,40,1
53,1,2,0,3,1,40,1
54,3,2,3,4,1,50,1
30,3,0,1,4,0,40,0
51,3,1,1,4,1,40,1
30,3,2,3,4,1,50,1
30,3,0,1,4,1,50,0
32,3,6,3,2,1,16,0
30,3,6,1,4,1,50,1
35,3,3,3,4,1,40,0
40,3,6,0,4,0,44,1
32,3,6,1,4,1,44,0
49,3,3,3,4,0,40,0
60,3,0,3,4,1,35,0
55,3,1,3,4,1,80,1
41,3,0,0,4,0,30,0
24,3,2,1,4,1,40,0
53,3,3,3,4,1,60,1
41,3,2,3,4,0,40,1
32,3,2,1,4,0,40,0
59,3,0,0,4,1,40,0
31,3,2,1,4,0,35,0
63,3,6,0,4,0,60,0
31,1,6,3,4,1,56,1
51,3,0,1,4,1,20,0
23,3,2,1,4,1,40,0
56,3,2,3,4,1,45,0
39,3,2,3,4,1,40,1
31,3,6,1,4,1,50,0
44,1,3,3,4,1,35,0
37,0,1,3,4,1,72,1
41,3,6,3,4,1,46,1
43,3,2,3,4,1,40,1
24,3,0,3,4,1,45,1
40,3,2,0,4,1,40,0
22,3,2,1,4,0,40,0
21,3,6,1,4,1,12,0
32,3,2,3,4,0,40,0
45,3,3,0,4,1,48,1
46,1,5,3,4,1,40,1
26,3,6,1,4,1,44,0
22,3,6,1,4,0,10,0
20,3,6,1,4,1,25,0
28,3,2,3,4,1,45,0
23,3,2,3,4,1,40,0
31,3,6,3,4,1,55,0
30,3,0,1,4,1,50,0
27,3,6,3,4,1,48,0
41,3,6,3,4,1,60,1
61,3,2,3,4,1,40,0
47,3,2,0,2,0,40,1
48,3,0,3,4,1,45,1
56,3,2,3,4,1,40,1
20,3,6,1,3,0,40,0
21,3,6,1,4,0,40,0
37,3,2,3,4,1,40,0
42,3,6,3,4,1,40,0
20,3,2,1,4,0,30,0
54,3,1,3,4,1,50,1
32,1,2,3,4,0,22,0
50,3,6,3,4,1,40,1
49,0,6,1,2,0,40,0
24,3,6,1,2,0,40,0
46,3,3,3,1,1,40,1
42,3,2,0,4,0,40,0
37,3,6,0,0,0,40,0
34,3,2,3,4,1,40,0
26,3,6,3,4,1,40,0
18,3,6,1,4,0,20,0
33,3,6,1,2,1,40,0
41,3,6,0,4,0,15,0
26,0,6,1,4,0,40,0
33,3,0,3,4,0,40,0
24,3,6,1,4,0,45,0
35,3,2,3,4,1,40,0
35,3,2,3,4,1,40,1
43,1,2,3,4,1,40,1
51,3,2,3,4,1,40,1
35,3,0,3,4,1,40,0
47,0,0,3,4,1,45,1
22,3,6,1,4,1,40,0
20,3,2,1,4,1,20,0
27,3,2,1,4,1,40,0
20,3,6,1,4,0,10,0
47,3,2,3,4,1,50,0
39,3,6,0,4,0,40,0
44,3,2,0,2,1,20,0
34,3,2,3,4,1,45,0
35,3,3,3,4,1,40,1
36,3,6,1,4,1,48,0
45,3,6,2,4,0,45,0
35,3,3,3,4,0,50,1
24,3,2,1,4,1,40,0
54,3,6,3,4,1,40,0
60,3,2,2,4,0,40,0
46,3,0,3,4,1,35,1
26,3,6,1,2,0,40,0
41,3,3,3,4,1,38,1
30,3,0,0,4,1,40,0
19,3,6,1,4,0,30,0
48,3,0,3,4,1,60,1
22,3,6,1,4,0,24,0
50,3,3,3,4,1,60,0
21,3,2,1,4,1,40,0
47,3,6,3,4,1,50,0
33,3,2,1,0,0,36,0
39,3,2,0,4,1,40,0
19,3,6,1,4,1,24,0
36,3,2,1,2,1,40,0
23,3,6,1,4,1,25,0
40,3,6,3,4,1,40,0
35,3,6,3,4,1,40,0
20,3,2,1,4,0,40,0
27,3,2,3,4,1,40,0
66,3,3,3,4,1,50,0
64,3,3,1,4,0,35,0
48,3,6,0,4,1,53,0
24,3,0,1,4,0,40,0
25,3,0,3,4,1,60,1
50,3,2,3,4,1,50,0
59,3,6,0,4,1,40,0
28,3,2,1,0,1,30,0
19,3,2,1,4,1,40,0
28,3,6,3,4,1,45,0
36,3,3,3,4,1,45,1
29,3,2,3,4,1,40,0
39,3,0,3,4,0,20,1
26,3,0,1,2,0,20,0
19,3,2,1,4,1,30,0
21,3,2,1,4,0,45,0
32,3,6,1,4,0,40,0
26,3,0,1,4,0,50,0
20,3,6,1,1,0,15,0
19,3,6,1,4,1,30,0
33,0,0,3,4,1,42,1
23,3,6,3,4,1,40,0
29,3,2,3,4,1,45,0
42,3,2,3,4,0,40,0
63,3,2,3,1,0,20,0
34,3,2,3,4,1,40,0
48,3,2,3,4,1,50,0
25,3,0,1,4,1,50,0
32,3,6,1,2,0,40,0
22,3,6,1,4,1,25,0
25,3,2,1,4,1,50,0
24,1,6,3,4,0,44,0
29,3,0,1,4,0,40,0
39,3,2,3,4,1,40,1
57,3,2,0,4,0,40,1
33,3,2,3,4,1,60,0
42,3,2,3,4,1,40,0
42,3,3,0,4,1,40,0
22,3,6,1,4,1,30,0
39,3,6,3,4,1,55,0
41,3,6,3,4,0,32,1
20,1,2,1,2,1,40,0
47,3,6,3,4,1,40,0
44,3,6,0,4,0,40,0
29,3,0,1,2,0,40,0
52,3,6,3,4,0,16,1
71,3,6,2,4,1,35,1
52,3,2,1,4,1,55,0
36,3,2,3,4,1,40,0
53,3,6,0,4,1,48,1
37,3,2,3,4,0,30,1
34,3,0,3,4,1,55,1
35,3,0,1,4,1,50,1
34,1,6,3,4,1,40,0
39,3,0,3,4,0,36,1
24,3,6,1,4,0,20,0
23,3,0,1,4,1,50,0
27,3,0,1,4,1,45,0
25,3,2,1,4,0,40,0
29,3,6,1,4,0,40,0
42,3,6,3,4,0,37,1
51,3,2,3,4,1,40,0
29,3,2,3,4,0,40,0
18,3,2,1,4,0,20,0
24,3,2,3,4,0,36,0
36,3,2,1,2,0,28,0
32,3,2,1,2,1,40,0
45,3,0,1,4,1,40,1
42,3,2,3,4,1,16,0
32,3,2,0,4,0,40,0
49,3,2,3,4,1,40,0
28,3,0,3,4,1,45,0
32,3,2,1,4,1,35,0
38,3,0,3,1,1,50,1
44,1,2,0,4,1,25,0
19,3,2,1,4,1,40,0
24,3,0,1,4,0,40,0
58,3,2,3,4,1,50,1
56,3,0,2,4,0,40,0
43,3,6,0,4,1,40,0
32,3,2,3,4,1,40,0
34,3,0,1,2,0,40,0
28,3,2,1,4,1,40,0
35,3,2,0,4,0,35,0
38,3,2,3,4,1,40,0
26,3,6,1,4,0,40,0
24,3,2,3,4,1,60,1
40,3,2,0,4,1,45,0
23,3,2,1,4,1,40,0
51,3,3,3,4,0,50,1
30,3,2,3,4,1,40,0
41,3,0,3,4,1,40,1
50,3,0,0,4,1,45,1
41,3,2,1,4,1,40,0
35,3,0,3,4,0,30,1
34,3,6,3,4,1,40,1
28,3,0,1,4,1,45,0
22,3,2,1,4,1,40,0
65,3,2,3,4,1,40,1
23,3,6,1,4,1,40,0
47,3,6,2,4,0,35,0
51,1,2,3,2,1,60,0
34,3,2,3,2,1,40,0
52,3,2,3,4,1,60,1
29,3,2,3,4,1,40,1
29,3,2,3,4,1,40,0
25,1,6,3,4,1,40,0
21,3,6,1,4,0,40,0
38,3,0,3,4,0,40,0
41,3,0,3,4,1,40,0
40,3,2,3,4,1,40,1
43,3,2,3,1,1,60,0
25,3,6,1,4,1,40,0
22,3,6,1,2,0,30,0
61,3,2,3,4,0,5,0
42,3,0,1,4,1,40,0
44,3,2,3,0,1,40,0
65,3,2,3,4,1,40,0
43,3,2,0,4,0,24,0
42,3,2,0,4,0,42,0
37,3,2,3,3,1,40,0
31,3,0,3,4,1,55,0
26,3,0,3,4,1,40,0
47,1,6,3,2,1,50,1
22,3,6,3,4,1,40,0
33,3,0,1,4,1,40,0
37,3,2,1,2,1,50,0
47,3,6,0,4,0,60,0
52,3,6,3,4,1,55,0
29,3,0,1,4,1,40,0
42,3,3,1,4,0,40,0
23,3,2,0,4,1,60,0
30,3,6,1,4,1,40,0
25,3,6,1,4,0,30,0
32,3,2,3,4,1,80,1
33,3,2,3,4,1,43,0
20,3,6,1,4,0,18,0
34,3,6,3,4,1,40,0
31,3,6,1,4,1,45,0
30,3,2,0,4,0,40,0
31,3,2,0,4,1,40,0
59,3,2,3,4,1,40,0
58,3,2,0,2,0,36,0
54,3,2,3,2,1,40,0
25,1,0,3,4,1,40,1
41,3,6,3,4,1,40,0
37,3,2,3,4,1,40,1
46,3,2,1,4,0,24,0
39,3,2,1,4,0,38,0
19,3,2,1,4,0,40,0
54,3,2,1,4,1,41,0
39,3,3,3,4,1,40,1
41,3,2,3,4,1,40,1
26,3,5,1,4,0,30,0
33,1,6,3,4,1,40,1
56,3,6,3,4,1,40,1
60,3,2,3,4,1,40,0
22,3,2,1,4,1,70,0
48,0,3,3,4,0,50,1
45,1,3,3,4,1,55,1
18,3,2,1,1,0,40,0
56,3,2,2,4,0,40,0
40,3,0,1,1,0,48,0
38,3,2,0,4,1,32,0
58,3,6,0,4,0,40,0
23,3,6,1,4,1,50,0
63,3,6,3,4,1,40,0
51,3,0,0,4,1,45,0
44,3,2,3,4,1,70,0
46,0,6,0,4,1,40,0
32,3,0,3,2,1,40,1
31,3,6,3,4,1,40,0
21,3,2,1,4,0,50,0
30,3,6,3,4,1,40,0
54,3,2,3,4,1,50,0
28,1,3,3,4,0,20,1
57,3,2,0,4,0,40,0
44,3,2,3,4,1,45,0
19,3,6,1,4,0,20,0
27,3,2,3,4,1,40,0
27,3,0,1,2,0,40,0
33,3,6,1,4,1,55,0
20,3,6,1,4,1,16,0
55,3,2,0,4,1,45,0
41,3,2,1,4,0,40,0
30,3,0,1,4,0,40,0
25,3,6,1,4,1,24,0
31,3,2,3,4,1,50,0
51,3,2,3,4,1,60,0
24,3,0,1,4,1,40,0
70,3,2,0,4,0,32,0
23,3,6,1,4,1,40,0
61,3,2,2,4,0,40,0
47,3,2,3,4,1,60,0
56,3,6,0,4,0,50,0
79,3,1,3,4,1,35,1
20,3,6,1,4,0,15,0
30,3,2,1,1,1,40,0
27,3,0,3,4,1,25,0
40,3,0,3,4,1,40,1
58,3,2,3,4,1,40,1
50,3,5,3,4,1,60,1
29,1,6,1,4,1,40,0
43,3,0,3,4,0,35,1
33,3,2,3,4,0,52,0
21,3,6,1,4,0,9,0
38,3,2,3,4,0,40,0
38,3,6,3,4,0,35,1
21,3,6,3,4,1,40,0
42,3,6,3,4,1,20,1
42,3,2,3,4,0,40,1
32,3,6,0,4,0,50,1
28,3,0,1,4,1,40,0
40,3,3,3,4,1,40,1
40,3,6,3,4,1,40,0
49,3,6,3,4,1,40,0
35,0,3,1,4,1,40,1
33,1,2,0,4,1,40,0
24,3,2,1,4,1,40,0
41,3,3,1,4,0,40,0
43,3,6,3,2,1,40,1
23,3,2,1,4,1,40,0
41,3,0,3,4,1,50,1
55,3,6,3,4,1,40,1
34,3,6,1,4,1,40,0
27,3,6,1,2,1,40,0
52,1,3,3,4,0,40,1
36,3,6,3,2,0,40,1
52,3,0,3,4,1,55,1
24,3,2,0,0,0,50,0
36,3,2,1,2,0,40,0
31,3,2,3,4,1,40,0
67,3,3,3,4,1,60,1
47,3,6,0,4,0,35,0
32,3,0,3,4,1,55,1
32,3,2,1,4,0,35,0
21,3,2,3,3,1,35,0
27,3,6,1,4,0,48,0
23,3,6,1,4,1,37,0
56,3,2,3,4,1,50,0
24,3,0,1,4,1,35,0
43,3,0,3,4,1,40,1
23,3,0,1,4,0,60,0
26,3,6,1,4,1,42,0
42,3,2,2,4,1,40,0
23,3,2,1,4,0,40,0
51,3,2,3,4,1,55,1
40,3,2,1,4,1,25,0
27,3,0,1,4,1,50,0
42,3,2,0,4,0,40,0
23,3,6,1,4,1,10,0
38,3,2,3,4,1,40,1
31,3,2,3,4,1,40,0
21,3,6,1,4,1,30,0
24,3,0,3,1,0,40,0
55,3,6,3,4,1,40,0
31,3,6,0,4,0,30,0
23,3,6,1,4,0,20,0
35,3,2,3,4,1,40,0
19,3,6,1,4,0,30,0
38,1,2,0,4,1,56,0
52,1,2,3,4,1,40,0
59,3,1,3,4,1,40,1
39,3,6,3,4,1,43,0
24,3,6,0,4,0,40,0
25,3,2,1,4,0,38,0
32,3,6,1,2,1,40,0
35,3,2,1,4,0,40,0
50,3,2,3,4,1,45,1
18,3,2,1,4,1,20,0
37,3,2,1,4,1,42,0
30,3,6,1,4,0,36,0
22,3,2,1,4,0,40,0
70,3,2,0,4,0,23,0
43,3,3,3,4,1,40,1
33,3,6,3,4,1,39,0
51,3,6,3,4,1,50,1
22,3,6,1,4,1,12,0
33,3,2,3,2,1,40,0
35,3,6,1,4,1,60,0
32,3,6,0,4,0,55,0
41,3,0,3,4,0,25,1
37,3,6,3,4,1,40,0
50,3,0,0,4,1,55,1
40,3,0,0,4,0,20,0
29,3,0,3,4,1,40,0
38,3,2,3,4,1,35,0
20,3,6,1,1,1,8,0
25,3,6,1,4,1,25,0
39,3,3,3,4,1,50,1
24,3,0,1,4,1,30,0
20,3,6,1,4,1,40,0
25,3,6,1,4,0,40,0
57,3,6,3,4,1,40,1
39,3,6,3,4,0,35,1
66,3,0,3,4,1,40,1
34,3,6,0,4,0,40,0
36,3,0,0,4,1,40,1
46,3,2,3,4,0,40,0
42,1,3,0,4,0,45,0
46,3,2,3,4,1,70,1
34,1,2,1,4,1,40,0
43,3,6,3,2,0,40,0
42,3,6,0,4,0,40,0
31,3,0,1,4,1,48,0
32,3,6,3,4,1,40,0
46,0,2,3,4,1,40,1
24,3,0,1,4,0,40,0
23,3,2,1,4,1,55,0
50,1,3,3,4,1,40,1
37,3,6,0,4,0,45,0
29,3,2,3,2,1,40,0
36,3,6,3,4,1,44,0
29,3,2,0,4,1,40,0
45,1,2,1,2,0,40,0
42,3,2,1,4,0,40,0
51,3,0,3,4,1,25,0
61,1,2,3,4,1,48,0
50,1,2,3,2,1,40,0
59,3,2,1,4,1,40,0
25,3,2,1,4,0,30,0
22,3,2,1,4,1,16,0
56,3,6,3,4,1,40,1
44,3,0,1,2,0,40,0
57,3,2,1,4,1,40,0
27,3,0,1,4,0,40,0
30,3,0,1,2,1,40,0
61,3,0,0,4,1,40,1
33,3,2,1,4,1,87,0
40,3,2,3,2,1,40,0
35,3,6,3,4,1,40,1
64,3,3,3,1,1,60,0
41,3,2,1,4,1,54,0
34,3,6,1,4,0,40,0
24,0,0,1,4,0,40,0
20,3,6,1,4,1,40,0
38,3,0,3,4,1,40,0
22,0,0,1,4,1,8,0
55,3,0,0,4,0,73,0
20,3,6,1,4,1,35,0
26,3,0,1,4,0,40,0
33,3,2,3,4,1,50,1
24,3,2,1,4,0,40,0
25,3,6,1,4,1,46,0
37,3,0,3,4,1,45,1
49,0,6,3,4,1,40,1
74,3,2,2,4,0,40,1
37,3,2,0,4,1,40,0
40,3,2,3,4,0,35,1
34,3,0,1,4,1,40,1
30,3,5,3,2,1,40,0
58,3,2,3,4,0,40,0
44,3,2,3,4,1,40,0
42,3,6,3,4,1,25,1
39,3,2,1,4,1,18,0
19,3,2,1,2,1,40,0
41,3,3,3,4,1,70,1
34,0,6,1,4,1,40,0
27,3,4,3,4,1,24,0
54,3,6,0,4,0,48,0
40,3,2,2,2,0,37,0
19,3,6,1,4,0,25,0
33,3,6,3,4,1,52,0
28,3,0,1,4,1,40,0
55,3,2,3,4,0,30,1
21,3,6,1,4,1,40,0
51,3,2,0,4,0,38,0
19,3,2,1,2,0,40,0
42,3,2,1,4,0,24,0
51,3,2,0,4,0,40,0
21,3,6,1,4,0,40,0
26,3,2,1,4,1,52,0
42,0,3,1,4,0,60,1
40,3,6,3,4,1,40,0
55,3,3,3,4,1,40,1
33,3,2,1,2,1,32,0
62,3,2,3,4,1,60,1
59,3,2,3,4,0,20,0
70,1,6,2,4,0,17,0
26,3,6,1,4,0,20,0
25,3,3,1,4,0,43,0
46,3,2,3,4,1,40,0
34,3,3,3,4,1,50,1
22,3,0,1,4,0,35,0
39,1,2,0,4,1,42,0
24,3,0,3,4,1,40,0
41,1,3,1,2,0,40,0
36,3,2,3,4,1,33,0
39,3,0,0,4,1,40,0
26,3,0,1,4,1,45,0
49,1,3,1,4,0,40,0
43,3,6,3,4,1,50,1
54,0,2,3,4,1,40,1
57,1,3,3,4,1,60,0
28,3,0,3,4,1,40,1
29,3,0,3,4,1,40,0
21,3,2,1,4,1,40,0
51,3,2,3,4,1,40,0
36,3,2,0,4,0,40,0
31,1,0,3,4,1,40,0
20,3,2,1,4,0,10,0
36,3,2,3,4,1,40,0
38,3,2,0,4,1,40,0
37,3,0,3,4,1,45,1
39,3,3,3,4,1,40,1
33,3,2,0,4,1,50,0
35,3,2,1,4,0,40,0
23,3,6,1,0,1,40,0
25,3,2,3,4,1,30,0
35,3,2,3,4,1,40,0
32,3,2,1,2,0,13,0
29,3,0,3,4,1,40,1
45,3,0,3,4,1,37,0
40,3,6,0,4,0,40,0
24,3,2,1,4,0,49,0
34,3,2,3,4,1,40,0
20,3,6,1,4,1,40,0
30,3,6,0,2,0,37,0
26,3,6,1,4,1,40,0
22,3,2,1,4,0,10,0
40,3,2,3,4,1,40,1
49,3,6,3,4,1,50,0
35,3,3,1,4,1,55,1
28,3,0,3,4,1,45,1
21,3,6,1,4,1,45,0
53,3,2,0,4,0,40,0
48,3,6,2,4,1,50,1
29,3,2,3,4,1,45,0
25,3,6,0,4,0,40,0
37,3,2,3,4,1,40,0
43,1,0,0,4,0,55,0
40,1,2,3,4,1,40,0
55,3,1,3,4,1,30,1
26,3,0,3,4,1,50,1
44,3,6,3,4,1,40,0
49,3,2,3,4,1,52,1
26,3,2,1,2,0,30,0
58,3,2,3,4,1,40,0
26,3,0,1,4,1,40,0
64,3,2,1,4,0,25,0
41,3,6,3,4,1,40,1
45,3,2,1,4,1,40,0
39,3,0,3,4,1,50,1
41,1,2,3,4,1,40,0
33,3,3,3,4,1,45,1
39,3,3,1,4,0,50,0
41,3,6,3,4,1,55,0
22,3,2,1,4,1,40,0
25,3,6,1,4,0,45,0
25,3,6,0,4,0,40,0
66,3,2,2,4,0,40,0
19,3,6,1,4,1,35,0
44,3,2,1,2,0,38,0
28,3,6,1,4,1,50,0
19,3,2,1,4,1,40,0
43,3,2,3,2,1,40,1
39,3,0,3,4,1,40,1
33,3,0,3,4,1,50,0
44,3,2,3,2,0,40,0
40,3,6,3,4,1,50,1
41,3,2,1,4,1,6,0
23,1,6,1,2,1,30,0
48,3,2,3,4,1,40,1
38,3,3,3,4,1,45,0
37,3,3,3,4,1,50,1
45,3,3,3,4,1,55,1
29,3,2,3,4,1,40,0
66,1,2,2,4,0,25,0
19,3,2,1,4,0,50,0
34,3,0,3,4,1,40,1
39,3,3,1,4,0,45,0
27,3,2,3,4,1,99,0
46,3,2,3,4,1,36,0
20,3,2,1,1,0,15,0
29,3,2,3,0,1,48,0
23,3,2,1,4,0,35,0
20,3,6,3,2,0,18,0
57,3,0,3,1,1,40,0
33,3,0,3,4,1,40,1
24,3,0,1,4,1,55,0
54,3,2,3,4,1,65,0
46,0,1,1,4,0,50,1
19,3,2,1,4,1,40,0
43,3,0,0,4,1,40,0
58,3,2,2,4,1,40,0
34,3,2,0,4,1,40,0
29,3,2,3,4,1,40,1
39,3,2,3,4,1,65,0
35,3,6,3,2,1,50,1
31,3,6,0,4,0,20,0
18,3,6,1,4,1,30,0
47,1,2,3,4,1,40,1
46,3,2,3,4,1,50,0
43,3,0,3,4,1,40,1
51,0,2,3,4,1,40,1
21,3,6,1,4,0,40,0
39,1,2,3,4,1,40,1
36,3,3,1,4,0,40,0
38,3,2,3,4,0,40,0
31,3,0,3,4,0,35,1
36,3,6,3,4,1,45,0
40,3,2,3,4,1,45,1
25,3,0,1,2,1,40,0
41,3,0,3,4,0,25,1
33,3,2,1,4,1,45,0
51,3,2,3,4,1,40,0
34,3,2,3,4,1,40,0
19,3,6,1,4,1,25,0
47,3,2,3,4,0,40,1
26,3,0,1,4,0,40,0
36,3,2,3,4,1,60,1
28,3,2,1,2,1,40,0
19,3,2,1,4,0,14,0
42,3,0,3,4,1,90,0
35,3,2,3,4,0,38,0
22,3,6,1,4,0,25,0
54,3,2,3,4,1,40,1
36,3,0,3,4,1,45,0
55,3,2,3,4,1,65,0
57,3,3,3,4,1,40,0
24,3,2,3,4,1,50,0
35,1,0,3,4,1,40,1
34,3,2,0,4,1,44,0
42,3,2,0,2,0,50,0
22,3,2,1,4,1,50,0
37,3,2,3,4,1,40,0
48,3,0,0,4,1,40,1
61,3,0,3,4,1,50,1
52,3,2,3,4,1,20,0
31,3,6,3,4,1,40,0
41,3,2,0,4,1,40,0
28,3,0,1,4,0,40,0
31,3,5,0,4,1,50,1
